date,dengue haemorrhagic fever,chikungunya fever,zika virus infection,Dengue fever: (Singapore),Insect repellent: (Singapore),weekly mean rainfall (mm),highest 30 min rainfall(mm),highest 60 min rainfall (mm),highest 120 min rainfall (mm),mean temperature,maximum temperature,minimum temperature
2012-01-22,0.125,0.02040816326530612,0.0,0.0,0.0,0.04306418219461698,0.10331230283911672,0.08026960784313726,0.07651869158878505,0.33789954337899575,0.536082474226804,0.40845070422535246
2012-01-29,0.25,0.0,0.0,0.0,0.0,0.020207039337474118,0.10331230283911672,0.08026960784313726,0.07651869158878505,0.5068493150684934,0.7010309278350513,0.16901408450704292
2012-02-05,0.125,0.0,0.0,0.0,0.79,0.007950310559006211,0.10331230283911672,0.08026960784313726,0.07651869158878505,0.44063926940639275,0.6082474226804124,0.36619718309859195
2012-02-12,0.0,0.0,0.0,0.33,0.0,0.04828157349896481,0.10331230283911672,0.08026960784313726,0.07651869158878505,0.4178082191780823,0.6082474226804124,0.08450704225352146
2012-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.15141955835962143,0.11764705882352942,0.11214953271028039,0.5776255707762563,0.6804123711340204,0.49295774647887347
2012-02-26,0.125,0.02040816326530612,0.0,0.0,0.0,0.03296066252587991,0.15141955835962143,0.11764705882352942,0.11214953271028039,0.5045662100456618,0.6391752577319587,0.29577464788732444
2012-03-04,0.0,0.02040816326530612,0.0,0.0,0.0,0.0021532091097308487,0.15141955835962143,0.11764705882352942,0.11214953271028039,0.579908675799087,0.7113402061855671,0.2535211267605635
2012-03-11,0.125,0.04081632653061224,0.0,0.0,0.0,0.022194616977225676,0.15141955835962143,0.11764705882352942,0.11214953271028039,0.5342465753424661,0.7731958762886602,0.40845070422535246
2012-03-18,0.0,0.0,0.0,0.0,0.72,0.03511387163561076,0.36395899053627756,0.2827818627450981,0.2695677570093458,0.5296803652968047,0.6907216494845358,0.02816901408450745
2012-03-25,0.125,0.0,0.0,0.0,0.43,0.09291925465838509,0.36395899053627756,0.2827818627450981,0.2695677570093458,0.4497716894977182,0.6597938144329896,0.2535211267605635
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.02501035196687371,0.36395899053627756,0.2827818627450981,0.2695677570093458,0.579908675799087,0.6907216494845358,0.38028169014084545
2012-04-08,0.0,0.0,0.0,0.0,0.75,0.08480331262939958,0.36395899053627756,0.2827818627450981,0.2695677570093458,0.5205479452054793,0.7319587628865976,0.2816901408450705
2012-04-15,0.125,0.02040816326530612,0.0,0.0,0.0,0.0462111801242236,0.19085173501577285,0.14828431372549022,0.1413551401869159,0.5662100456621011,0.6804123711340204,0.14084507042253547
2012-04-22,0.0,0.02040816326530612,0.0,0.0,0.0,0.08778467908902692,0.19085173501577285,0.14828431372549022,0.1413551401869159,0.5570776255707766,0.6391752577319587,0.33802816901408494
2012-04-29,0.0,0.0,0.0,1.0,0.4,0.07238095238095238,0.19085173501577285,0.14828431372549022,0.1413551401869159,0.5821917808219177,0.7216494845360826,0.39436619718309895
2012-05-06,0.25,0.0,0.0,0.0,0.0,0.007453416149068324,0.19085173501577285,0.14828431372549022,0.1413551401869159,0.6963470319634699,0.742268041237113,0.42253521126760596
2012-05-13,0.125,0.02040816326530612,0.0,0.0,0.0,0.07022774327122153,0.19085173501577285,0.14828431372549022,0.1413551401869159,0.6712328767123288,0.7010309278350513,0.15492957746478897
2012-05-20,0.0,0.0,0.0,0.0,0.0,0.06824016563146998,0.31230283911671924,0.24264705882352944,0.2313084112149533,0.6255707762557079,0.8247422680412373,0.16901408450704292
2012-05-27,0.0,0.0,0.0,0.0,0.36,0.03842650103519669,0.31230283911671924,0.24264705882352944,0.2313084112149533,0.7579908675799092,0.8247422680412373,0.2816901408450705
2012-06-03,0.0,0.0,0.0,0.0,0.0,0.0382608695652174,0.31230283911671924,0.24264705882352944,0.2313084112149533,0.7625570776255715,0.6597938144329896,0.36619718309859195
2012-06-10,0.125,0.0,0.0,0.0,0.0,0.02881987577639751,0.31230283911671924,0.24264705882352944,0.2313084112149533,0.6712328767123288,0.6804123711340204,0.26760563380281743
2012-06-17,0.125,0.0,0.0,0.47000000000000003,0.0,0.03461697722567288,0.15063091482649843,0.11703431372549022,0.11156542056074768,0.7442922374429224,0.7216494845360826,0.26760563380281743
2012-06-24,0.125,0.0,0.0,0.0,0.0,0.0,0.15063091482649843,0.11703431372549022,0.11156542056074768,0.8538812785388132,0.7010309278350513,0.6619718309859159
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.00082815734989648,0.15063091482649843,0.11703431372549022,0.11156542056074768,0.810502283105023,0.7113402061855671,0.6478873239436624
2012-07-08,0.0,0.0,0.0,0.0,0.0,0.008281573498964804,0.15063091482649843,0.11703431372549022,0.11156542056074768,0.7671232876712328,0.7010309278350513,0.563380281690141
2012-07-15,0.125,0.0,0.0,0.0,0.67,0.05565217391304348,0.13958990536277602,0.10845588235294118,0.10338785046728972,0.579908675799087,0.6082474226804124,0.2816901408450705
2012-07-22,0.125,0.0,0.0,0.0,0.0,0.028985507246376812,0.13958990536277602,0.10845588235294118,0.10338785046728972,0.5753424657534247,0.5463917525773194,0.352112676056338
2012-07-29,0.0,0.0,0.0,0.0,0.0,0.023519668737060045,0.13958990536277602,0.10845588235294118,0.10338785046728972,0.5388127853881275,0.5773195876288661,0.40845070422535246
2012-08-05,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.13958990536277602,0.10845588235294118,0.10338785046728972,0.7694063926940653,0.6597938144329896,0.6338028169014085
2012-08-12,0.0,0.0,0.0,0.4,0.0,0.01855072463768116,0.13958990536277602,0.10845588235294118,0.10338785046728972,0.7100456621004567,0.597938144329897,0.30985915492957794
2012-08-19,0.0,0.0,0.0,0.0,0.0,0.001159420289855072,0.12223974763406939,0.09497549019607844,0.0905373831775701,0.7305936073059356,0.6804123711340204,0.5492957746478879
2012-08-26,0.0,0.0,0.0,0.0,0.0,0.025507246376811597,0.12223974763406939,0.09497549019607844,0.0905373831775701,0.7191780821917813,0.7216494845360826,0.36619718309859195
2012-09-02,0.0,0.0,0.0,0.0,0.0,0.02567287784679089,0.12223974763406939,0.09497549019607844,0.0905373831775701,0.682648401826484,0.6597938144329896,0.49295774647887347
2012-09-09,0.125,0.0,0.0,0.0,0.0,0.027826086956521733,0.12223974763406939,0.09497549019607844,0.0905373831775701,0.5433789954337898,0.6185567010309279,0.352112676056338
2012-09-16,0.125,0.0,0.0,0.0,0.0,0.03826086956521739,0.14116719242902206,0.1096813725490196,0.10455607476635514,0.6050228310502281,0.6597938144329896,0.22535211267605648
2012-09-23,0.0,0.0,0.0,0.0,0.0,0.01855072463768116,0.14116719242902206,0.1096813725490196,0.10455607476635514,0.6210045662100456,0.597938144329897,0.45070422535211296
2012-09-30,0.125,0.0,0.0,0.0,0.0,0.0,0.14116719242902206,0.1096813725490196,0.10455607476635514,0.7351598173515979,0.7113402061855671,0.6478873239436624
2012-10-07,0.125,0.02040816326530612,0.0,0.0,0.0,0.029979296066252586,0.14116719242902206,0.1096813725490196,0.10455607476635514,0.6621004566210051,0.7216494845360826,0.2816901408450705
2012-10-14,0.125,0.02040816326530612,0.0,0.0,0.0,0.011594202898550725,0.14116719242902206,0.1096813725490196,0.10455607476635514,0.7077625570776251,0.7319587628865976,0.46478873239436647
2012-10-21,0.0,0.04081632653061224,0.0,0.0,0.0,0.019544513457556933,0.08911671924290221,0.06924019607843139,0.06600467289719628,0.6210045662100456,0.7113402061855671,0.43661971830985946
2012-10-28,0.0,0.02040816326530612,0.0,0.0,0.0,0.05730848861283644,0.08911671924290221,0.06924019607843139,0.06600467289719628,0.48401826484018295,0.6907216494845358,0.36619718309859195
2012-11-04,0.0,0.02040816326530612,0.0,0.0,0.0,0.007950310559006211,0.08911671924290221,0.06924019607843139,0.06600467289719628,0.6872146118721463,0.742268041237113,0.5211267605633809
2012-11-11,0.125,0.0,0.0,0.0,0.0,0.013581780538302276,0.08911671924290221,0.06924019607843139,0.06600467289719628,0.5730593607305932,0.7628865979381443,0.39436619718309895
2012-11-18,0.125,0.02040816326530612,0.0,0.0,0.0,0.04008281573498966,0.19400630914826497,0.15073529411764708,0.14369158878504676,0.515981735159817,0.7319587628865976,0.36619718309859195
2012-11-25,0.125,0.0,0.0,0.0,0.0,0.02666666666666667,0.19400630914826497,0.15073529411764708,0.14369158878504676,0.5365296803652959,0.7113402061855671,0.43661971830985946
2012-12-02,0.0,0.0,0.0,0.24,0.27,0.05283643892339546,0.19400630914826497,0.15073529411764708,0.14369158878504676,0.5410958904109591,0.7216494845360826,0.45070422535211296
2012-12-09,0.0,0.061224489795918366,0.0,0.0,0.0,0.04703933747412009,0.19400630914826497,0.15073529411764708,0.14369158878504676,0.554794520547945,0.6701030927835054,0.352112676056338
2012-12-16,0.125,0.0,0.0,0.0,0.0,0.058302277432712234,0.31072555205047314,0.241421568627451,0.23014018691588786,0.5296803652968047,0.6701030927835054,0.2535211267605635
2012-12-23,0.25,0.061224489795918366,0.0,0.0,0.0,0.10534161490683229,0.31072555205047314,0.241421568627451,0.23014018691588786,0.44063926940639275,0.6391752577319587,0.19718309859154992
2012-12-30,0.125,0.0,0.0,0.0,0.0,0.06293995859213251,0.31072555205047314,0.241421568627451,0.23014018691588786,0.42694063926940684,0.6082474226804124,0.33802816901408494
2013-01-06,0.25,0.0,0.0,0.75,0.0,0.24,0.31072555205047314,0.241421568627451,0.23014018691588786,0.3915525114155254,0.5773195876288661,0.18309859154929597
2013-01-13,0.125,0.02040816326530612,0.0,0.16,0.0,0.014840579710144929,0.28785488958990535,0.22365196078431376,0.21320093457943928,0.5273972602739732,0.6494845360824741,0.30985915492957794
2013-01-20,0.0,0.02040816326530612,0.0,0.0,0.0,0.05267080745341614,0.28785488958990535,0.22365196078431376,0.21320093457943928,0.5890410958904115,0.9793814432989691,0.0985915492957754
2013-01-27,0.375,0.02040816326530612,0.0,0.0,0.0,0.1386335403726708,0.28785488958990535,0.22365196078431376,0.21320093457943928,0.4611872146118725,0.6494845360824741,0.23943661971831043
2013-02-03,0.125,0.0,0.0,0.0,0.0,0.015072463768115942,0.28785488958990535,0.22365196078431376,0.21320093457943928,0.44292237442922433,0.5567010309278353,0.38028169014084545
2013-02-10,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.28785488958990535,0.22365196078431376,0.21320093457943928,0.6255707762557079,0.6597938144329896,0.535211267605634
